Plot,Quadrat,TreeNum,spp,PIGTAIL_2021,TAG_found_2021,LIVE_Dead_2021,COMMENTS_2021,Height1997_cm,LCL_length1997_cm,LdrGrowth1997_cm,CrownWidthNS1997_cm,CrownWidthEW1997_cm,BasalCaL1997mm,Vigor1995,Vigour1997,1995Comments,comment_1997
7,4,448,Sw,Y,Y,L,,50,35,7.5,25,25,9,mod-good,,"open, machine disturbed soil, only herbs growing around",
7,4,449,Sw,Y,Y,L,,49.5,40,5,30,28,8,good,,"open, slight chlorosis",stem bent
7,4,450,Sw,N/F,,,,50,50,8,23,20,8.5,good,,"in depression, slight chlorosis, under 4m balsam",
7,4,451,Sw,Y,Y,L,,46,40,8,30,30,1,good,,open,
8,1,452,Sw,Y,Y,L,,50.5,39,9.5,24,25,8,mod-good,,at dripline of large mature spruce,
8,1,453,Sw,Y,Y,D,,60,46,8,26,16,11,mod-good,,"crooked stem, open",
8,1,454,Sw,N/F,,,,55.5,44,5.5,20,17,9,good,,"slightly chlorotic, dripline of mature balsam, slight lean",
8,1,455,Sw,Y,Y,D,,,,,,,,moderate,,"open, thin foliage",dead
8,1,456,Sw,N/F,,,,,,,,,,mod-good,,"10deg lean, under willow","slash press, dead"
8,1,457,Sw,Y,Y,L,,,,,,,,mod-good,,"under large mature, moribund spruce & shrubs, in depression","slash press, dead"
8,1,458,Sw,Y,Y,L,,42,42,4,19,17,10,moderate,,"at drip line of large mature spruce, light slash",
8,1,459,Sw,Y,Y,D,,47,36,4.5,17,18,6,mod-good,,by dead rotten stump under 4m bushy balsam,
8,1,460,Sw,Y,Y,D,,43,43,7,20,20,9,good,,"open, in slight depression",
8,1,461,Sw,Y,Y,D,,40.5,40.5,7,20,25,8,good,,"within 1.5 m of 462, mature balsam over top",
8,1,462,Sw,N/F,,,,48,48,6.5,20,19,9,good,,"within 1.5 m of 461, mature balsam over top",
8,1,463,Sw,Y,Y,L,Outside PSP,35,35,4,12,16,8.5,good,,within 2m of 2 balsam,
8,1,464,Sw,Y,Y,L,,,,,,,,good,,"amongst shrubs, leaning, slightly bent stem",
8,1,465,Sw,Y,Y,D,,,,,,,,mod-good,,"in shrubs & slash, some necrotic foliage","veg press, no measure"
8,1,466,Sw,Y,Y,D,,46,35,6.5,14,17,8,mod-good,,open,Dead
8,1,467,Sw,N/F,,,,43,34,6.5,15,15,9,good,,"in depression, under rosa aci",forked leader
8,2,468,Sw,Y,Y,D,,28,28,5.5,20,20,9,good,,"dead terminal bud, split leader, open",
8,2,469,Sw,N/F,,,,44,44,4.5,16,17,7,mod-good,,"under mature spruce, in moss, 1m from #471","Stem sweep, veg press"
8,2,470,Sw,Y,Y,L,,36,36,3,22,20,9,good,,"under mature spruce, some chlorotic, necrotic foliage, 1m from #472",
8,2,471,Sw,Y,Y,L,,47,47,2,20,17,8,mod-good,,"thin foliage, slightly chlorotic, under mature balsam",
8,2,472,Sw,N/F,,,,49,31,3.5,20,22,10,mod-good,,"open, slightly chlorotic",
8,2,473,Sw,N/F,,,,61,61,5.5,33,30,10,good,,in light slash/shrubs,
8,2,474,Sw,Y,Y,L,,37,37,4.5,30,26,8,good,,"on mound, within 1.5m of #475, open",new leader
8,2,475,Sw,Y,Y,L,,47,47,2.5,20,17,8,mod-good,,"within 1.5m of #474, under mature balsam",
8,2,476,Sw,N/F,,,,41,41,2,18,18,9,mod-good,,"50cm from #477, under 4m balsam, by dead rotten stump",
8,2,477,Sw,Y,Y,L,,30.5,30.5,2,15,20,7,good,,"50cm from #476, under 4m balsam, by dead rotten stump",
8,2,478,Sw,Y,Y,L,,43,43,1.5,15,15,6.5,good,,"within 1.5m of #479, under mature balsam and spruce",
8,2,479,Sw,N/F,,,,48,48,3,20,20,9,very good,,"within 1.5m of #479, open, (one dead seedling b/t #479 & #480)",
8,2,480,Sw,Y,Y,L,,32,32,5.5,12,12,9,good,,open but for shrubs,"Stem bent, veg press"
8,2,481,Sw,Y,Y,D,,46,46,9,20,17,11,good,,"chlorotic, in hole, open",
8,2,482,Sw,Y,Y,D,,,,,,,,good,,"slightly chlorotic, open",Dead
8,2,483,Sw,Y,Y,D,,60,60,11,40,30,15.5,good,,"slightly bent leader, at dripline in depression of mature balsam",
8,3,484,Sw,Y,Y,L,Broken Pigtail,65,55,12,25,32,9.5,mod-good,,"slight chlorosis, open",
8,3,485,Sw,Y,Y,L,,41,41,4,16,18,6.5,good,,"slight chlorosis, under mature balsam, in slight depression",
8,3,486,Sw,Y,Y,D,,52,52,3.5,28,30,9,good,,"within 2m of #487, open",New leader
8,3,487,Sw,Y,Y,D,,47,47,3.5,25,22,8,good,,"within 2m of #486, under small balsam",
8,3,488,Sw,Y,Y,L,,57,57,7.5,22,23,10,good,,"slight chlorosis, slight lean, at dripline of mature balsam",
8,3,489,Sw,N/F,,,,,,,,,,mod-good,,"slightly chlorotic, open, sparse foliage on stem ",moribund
8,3,490,Sw,Y,Y,L,,32.5,45,12,28,26,10.5,good,,open,
8,3,491,Sw,N/F,,,,67.5,65,12,34,33,13,good,,"slight chlorosis, open",
8,3,492,Sw,Y,Y,D,,46,46,4,30,26,9,good,,under cluster of young balsam,
8,3,493,Sw,N/F,,,,64,64,9,35,30,12,good,,"slightly bent leader, open, in depression",
8,3,494,Sw,Y,Y,D,,61,61,7,32,25,10,good,,"open, some chlorosis",
8,3,495,Sw,Y,Y,D,,64.5,60,17,25,20,9.5,good,,open,
8,3,496,Sw,N/F,,,,55,40,12,21,15,9,mod-good,,"open, in 10cm deep trench",
8,3,497,Sw,Y,Y,L,Unhealthy,24,24,5,23,21,8,mod-good,,"chlorotic, open",slash press
8,3,498,Sw,Y,Y,L,Crook at base,58,41,7.5,25,29,10.5,good,,"open, slightly chlorotic, slight lean",
8,4,499,Sw,Y,Y,D,,65,65,13.5,26,25,10,very good,,"open, in depression, surrounding hole",
8,4,500,Sw,Y,Y,D,,55,40,3,30,24,10.5,very good,,"under balsam, bent stem",
8,4,501,Sw,Y,Y,L,,51,42,6,24,22,8,good,,"chlorotic, open, by very old rotten logs",
8,4,502,Sw,N/F,,,,,,,,,,mod-good,,"at drip line of mature balsam, slight chlorosis",not found
8,4,503,Sw,N/F,,,,42,42,3.5,17,20,8,mod-good,,"slight chlorosis, open",
8,4,504,Sw,N/F,,,,40,40,5,15,15,8,mod-good,,"open, but thick shrubs within 60cm",
8,4,505,Sw,N/F,,,,,,,,,,poor-mod,,"open, bent/stunted leader, crooked, chlorotic/necrotic foliage",Dead
8,4,506,Sw,Y,Y,D,,40,40,3,16,17,8,mod-good,,under balsam canopy,
8,4,507,Sw,Y,Y,L,,50,36,6,25,25,8,good,,"some thin foliage, under 2 moribund balsam, some shrub cover: rosa aci, rubus pub",
9,1,508,Sw,Y,Y,D,,45,45,9,20,20,6,good,,open,
9,1,509,Sw,Y,Y,D,,44,25,7,20,20,6.5,mod-good,,"open, in crook of rotten stump",Partial slash press
9,1,510,Sw,Y,Y,D,,,,,,,,poor-mod,,"dead leader measured lateral, under mature trees sparse foliage",DEad
9,1,511,Sw,N/F,,,,40,40,5,10,10,4.5,poor-mod,,"top 1/2 of leader dead, under mature trees, some dead foliage",new leader
9,1,512,Sw,N/F,,,,37,24,2,10,15,6,good,,"open, in slight depression",
9,1,513,Sw,Y,Y,D,,45,40,4,15,15,4.5,moderate,,"at dripline of mature balsam, crooked leader, one dead lateral, some necrotic foliage",Bent stem
9,1,514,Sw,Y,Y,L,,38,28,5,24,20,5.5,good,,"slight chlorosis, open",
9,1,515,Sw,N/F,,,,30,20,4,15,20,5.5,moderate,,"open, slight chlorosis, necrotic & missing needles on bottom 1/2 of leader",New leader
9,1,516,Sw,Y,Y,D,Outside PSP,,,,,,,poor,,"under immature spruce, top 1/2 moribund",Dead
9,1,517,Sw,N/F,,,,51,35,5,20,20,5.5,good,,"open, some necrotic foliage",stem sweep
9,1,518,Sw,N/F,,,,49,35,5,15,26,5.5,good,,"dead terminal bud, measured lateral, 1.5m from 2 mature spruce",
9,1,519,Sw,N/F,,,,,,,,,,moribund,,"open, nearly dead, esp. top 1/2",Moribund
9,1,520,Sw,Y,Y,D,,,,,,,,mod-good,,"at dripline of mature spruce, curved leader",dead
9,1,521,Sw,N/F,,,,42,34,5,20,20,6,good,,open,
9,1,522,Sw,N/F,,,,48,30,1,20,20,9,good,,"open, slight lean, some dead foliage",
9,2,523,Sw,N/F,,,,50,32,2.5,25,20,6,good,,"under mature trees, slightly chlorotic",
9,2,524,Sw,N/F,,,,48,48,7,20,20,7.5,good,,under large mature spruce,
9,2,525,Sw,Y,Y,D,,53,50,6,25,30,5,moderate,,"dead terminal bud, open, on slight rise",
9,2,526,Sw,Y,Y,D,,,,,,,,poor-mod,,"very little foliage on leader, some necrotic foliage, open",Dead
9,2,527,Sw,Y,Y,D,,26,25,0,20,12,6.5,good,,"open, slight chlorosis",Stem bent
9,2,528,Sw,N/F,,,,,,,,,,moderate,,"under mature trees, dead/missing needles",Dead
9,2,529,Sw,N/F,,,,30,18,3.5,20,15,5,good,,under mature trees,
9,2,530,Sw,N/F,,,,33,25,3,10,10,4.5,moderate,,"dead terminal bud, few laterals, open",
9,2,531,Sw,Y,Y,L,,45,45,4.5,25,20,5.5,mod-good,,"under mature balsam/spruce, on slight rise",
9,2,532,Sw,Y,Y,D,,50,50,2.5,20,10,6,good,,"open, very slightly chlorotic, on slight rise",
9,2,533,Sw,Y,Y,D,,41,41,0,20,20,6.5,good,,"at drip line of mature balsam, on higher ground","No leader, broken"
9,2,534,Sw,Y,Y,D,,30,20,0,12,12,4,mod-good,,"under mature balsam, on higher ground","Needle cast, No leader"
9,2,535,Sw,Y,Y,D,,37,25,0,25,20,7,moderate,,"open, sparse foliage, on rise by dead  stump",
9,2,536,Sw,N/F,,,,35,23,0,20,25,4.5,good,,"open, slight chlorosis",
9,2,537,Sw,N/F,,,,,,,,,,moderate,,"open, dead leader (measured lateral), in hole",Moribund
9,2,538,Sw,Y,Y,D,,58.5,54,4,25,25,8,mod-good,,"under dense canopy, foliage somewhat sparse",
9,2,539,Sw,Y,Y,D,,43,28,2.5,20,23.5,5.5,mod-good,,under mature balsam stand,
9,3,540,Sw,Y,Y,D,,,,,,,,mod-good,,"1m from 5m balsam, dead leader, in rotten log ",Dead
9,3,541,Sw,Y,Y,D,,34,34,7,15,10,4.5,poor,,"dead leader, open but for some alder, in rotten log",
9,3,542,Sw,Y,Y,D,,56,45,9.5,30,30,6,mod-good,,"under balsam, sparse foliage",
9,3,543,Sw,Y,Y,D,,,,,,,,poor-mod,,"dead leader, at dripline of balsam stand, on hammock",Dead
9,3,544,Sw,Y,Y,D,,17,17,4,10,15,4,poor-mod,,"dead leader, open, sparse foliage","Needle cast, New leader"
9,3,545,Sw,Y,Y,D,,41,35,6,15,15,5.5,moderate,,dead buds,
9,3,546,Sw,N/F,,,,56.5,30,7,32,32,8,poor-mod,,"most of leader dead, at drip line of balsam",
9,3,547,Sw,Y,Y,D,,39,28,7,22,22,6.5,moderate,,"dead terminal bud, at dripline",
9,3,548,Sw,Y,Y,D,Outside PSP,,,,,,,mod-good,,open,Moribund
9,3,549,Sw,N/F,,,,38,38,4,20,20,5,good,,at dripline of 4m balsam,Stem bent
9,3,550,Sw,N/F,,,,,,,,,,mod-good,,"open, slight chlorosis",Veg press. no measurement
9,3,551,Sw,Y,Y,D,,44,28,7,20,30,6,moderate,,"dead leader, measured lateral, at dripline of balsam",
9,4,552,Sw,N/F,,,,,,,,,,poor-mod,,"at dripline of balsam stand, necrotic foliage at middle 1/3 of stem",Moribund
9,4,553,Sw,Y,Y,D,,45,45,0,24,26,7,good,,at dripline of 5m spruce,
9,4,554,Sw,Y,Y,D,,28,28,2.5,20,20,4.5,mod-good,,"at base of rotten stump, under mature spruce",
9,4,555,Sw,Y,Y,D,,38,38,5,25,22,5,mod-good,,"under spruce, balsam canopy",
9,4,556,Sw,Y,Y,D,,63,51,5.5,30,35,6.5,good,,"at dripline, in redrot",
9,4,557,Sw,Y,Y,L,,40,40,3.5,23,20,6,good,,under balsam canopy,
9,4,558,Sw,N/F,,,,,,,,,,good,,"dead terminal bud, necrotic foliage at ends of laterals, open",
9,4,559,Sw,Y,Y,D,,45,45,0,30,25,8,mod-good,,under balsam,
9,4,560,Sw,N/F,,,,50,30,5.5,25,20,5,good,,"at dripline of mature spruce, higher and drier",
9,4,561,Sw,N/F,,,,43,43,5,15,20,6,good,,"open, higher and drier",
9,4,562,Sw,Y,Y,D,,57,57,5.5,15,15,6.5,good,,"under dense canopy, needles slightly sparse *  NOTE: plot 9 was in low wet area. quadrate 1 & 1/2 of 2 was more wet than rest of plot.",
10,1,563,Sw,Y,Y,D,Broken tag,57.5,57.5,2.5,25,26.5,8,very good,,"under 5m balsam, in lower area, 6m from swamp",
10,1,564,Sw,Y,Y,D,,65,65,5,35,41,8,good,,"under mature balsam, low area, dead terminal bud, lateral is leader",Dead
10,1,565,Sw,Y,Y,L,,34,28,6,15,15,4.5,mod-good,,"sparse foliage, 2m from swamp",
10,1,566,Sw,N/F,,,,32,37,6.5,23,17,4.5,mod-good,,"under mature balsam, 4m from swamp",
10,1,567,Sw,Y,Y,D,,,,,,,,good,,"under mature spruce, 10m from swamp on slope",
10,1,568,Sw,Y,Y,D,,48,41.5,3.5,26,26,6.5,good,,"under mature spruce/balsam, 1 dead lateral",
10,1,569,Sw,N/F,,,,35,27,5,25,21,6.5,good,,"at dripline of balsam, 5m from swamp, low area",
10,1,570,Sw,N/F,,,,36,29,7,12,20,5,mod-good,,"dead leader, dead buds, open, 5m from swamp, low area",
10,1,571,Sw,Y,Y,L,Outside PSP,44,39,7,25,37.5,6,good,,"open, on mound, near swamp",
10,1,572,Sw,N/F,,,,,,,,,,good,,"dead terminal bud, at dripline of balsam, lateral is leader",Dead
10,1,573,Sw,Y,Y,D,,35.5,35.5,4,17,19,6,very good,,"under mature balsam, on rise 8m from swamp",
10,1,574,Sw,Y,Y,L,Outside PSP,41,41,5.5,24,17,5.5,mod-good,,"under mature balsam, on slope above swamp",
10,1,575,Sw,Y,Y,D,,57,57,5.5,33,32.5,9.5,very good,,"at dripline of mature spruce, up on slope from swamp",
10,1,576,Sw,N/F,,,,51,51,4,25,22,6.5,good,,"under mature balsam, by rotten stump",
10,1,609,Sw,N/F,,,,,,,,,,good,,"open, leader chopped off, stepped on?, very bent stem long lateral is leader",
10,2,577,Sw,Y,Y,D,,50,25,4,22,27,5.5,good,,"at dripline of mature balsam, by cluster of immature trees",
10,2,578,Sw,Y,Y,D,,49,25,4,22,30,6,good,,"under mature balsam, by cluster of immature trees",
10,2,579,Sw,Y,Y,D,,42.5,47.5,8.5,25,27,7,good,,"open, but by cluster of immature trees",New leader/ partial press
10,2,580,Sw,Y,Y,D,Outside PSP,43,36,5,20,21,7,good,,open,
10,2,581,Sw,Y,Y,D,,52,52,4,20,15,6.5,good,,under mature spruce/balsam,
10,2,582,Sw,Y,Y,D,,60,60,5.5,20,20,8,good,,"open, slight chlorosis",
10,2,583,Sw,N/F,,,,51,51,5,27,30,7.5,very good,,"open, on ridge above swamp",
10,2,584,Sw,Y,Y,D,Outside PSP,40,40,4,25,24,5.5,good,,"under juvenile balsam, on ridge",
10,2,585,Sw,Y,Y,D,,50,50,4,24,27,7,good,,"open, on ridge",needle cast
10,2,586,Sw,Y,Y,D,Outside PSP,53,45,3.5,20,29,8,good,,"open, on ridge, 1m from cluster of young trees",
10,2,587,Sw,N/F,,,,60,60,0,25,25,9,good,,"at dripline of balsam, on ridge",New leader lateral
10,2,588,Sw,Y,Y,D,,24,24,7,7,6,,very poor,,"dead leader, necrotic foliage, open on ridge",New leader/ old leader dead
10,2,589,Sw,Y,Y,D,,38,38,5,19,16,5,moderate,,"under heavy mixed canopy, on ridge, sparse foliage on leader",
10,2,590,Sw,Y,Y,L,Outside PSP,44,28,5,25,25,5,good,,"under heavy balsam canopy, on ridge",
10,2,591,Sw,Y,Y,D,Outside PSP,57,57,3,20,20,6.5,good,,"open, surrounded by mature trees, on ridge",
10,3,592,Sw,Y,Y,D,,55,55,6,31,28,7,good,,"under mature balsam, on ridge",
10,3,593,Sw,Y,Y,D,,45,35,10,20,20,5.5,mod-good,,"dead term bud, on slope 15m from swamp, open",
10,3,594,Sw,N/F,,,,35,35,4,12,10,7,good,,"open, bent leader, slight chlorosis, on slight slope 10m from swamp",
10,3,595,Sw,Y,Y,D,,35,35,6,20,15,5.5,good,,"at dripline of mature balsam, some necrotic foliage, on slope 8m from swamp","New leader, needle cast"
10,3,596,Sw,Y,Y,D,,50,40,4,25,30,7,very good,,"open, on slope 10-12m from swamp",
10,3,597,Sw,Y,Y,D,,39,39,4,25,20,7,good,,"at dripline of balsam, on ridge",Stem bent 
10,3,598,Sw,Y,Y,D,,46,35,4,23,23,7,good,,"at dripline of balsam, on ridge",
10,3,599,Sw,N/F,,,,25,25,2,10,10,4,moderate,,"dead terminal bud, split leader, under balsam, on slope 8m from swamp",new leader
10,3,600,Sw,Y,Y,D,,18,18,10,10,6,5.5,mod-good,,"open, on slope 10m from swamp, by rotten log and stump",New leader
10,3,601,Sw,Y,Y,D,,,,,,,,good,,"open, low area 2-4m from swamp",DEad
10,3,602,Sw,Y,Y,L,,46,46,2.5,25,30,6,very good,,"under mature spruce/balsam, on slight rise 5m from swamp",
10,3,603,Sw,Y,Y,D,Outside PSP,40,25,4.5,20,18,5.5,mod-good,,"dead leader & top laterals, measured lateral, at dripline of balsam, low area 3-4m from swamp",
10,3,604,Sw,Y,Y,D,,55,32,1.1,22.5,20,7.5,good,,"at dripline of mature spruce, low area 3m from swamp",
10,4,605,Sw,Y,Y,D,,,,,,,,good,,"open, chlorotic, some necrotic foliage, low area 3-4m from swamp",Dead
10,4,606,Sw,Y,Y,D,,57,57,3.5,25,20,6.5,good,,"at dripline of mature balsam, low area 5m from swamp",
10,4,607,Sw,N/F,,,,35,20,3.5,20,20,6,good,,"open, low area 2-3m from swamp",Stem bent
10,4,608,Sw,N/F,,,,,,,,,,moderate,,"open, in crook of stump, right by swamp, *  the rest of quadrate #4 is located in the swamp, no more trees",Missing
11,1,610,Sw,Y,Y,D,,,,,,,,good,,"open, slight chlorosis on bottom 1/2",slash press no tree
11,1,611,Sw,N/F,,,,37,37,3,20,17,9.5,good,,open,stem bent at base
11,1,612,Sw,Y,Y,L,,31,29,2,16,14,6,good,,"open, slight chlorosis",
11,1,613,Sw,Y,Y,L,,41,41,1.5,18,24,7,very good,,under balsam canopy,
11,1,614,Sw,Y,Y,L,Outside PSP,49,35,,20,22,8,very good,,"under 5m balsam, on mound",chlorotic
11,1,615,Sw,Y,Y,D,,53,53,4.5,20,32,7,good,,"under mature balsam overstory, slight chlorosis",new leader
11,1,616,Sw,Y,Y,L,Outside PSP,43,25,,23,15,7.5,good,,"under med-high mixed overstory, slight chlorosis",
11,1,617,Sw,Y,Y,D,Outside PSP,,,,,,,mod-good,,"under med-high mixed overstory, slight chlorosis",moribund
11,1,618,Sw,Y,Y,L,Outside PSP,45,27,2.5,22,26,7.5,good,,"wide open, chlorotic, some necrotic foliage near top",new leader
11,1,619,Sw,Y,Y,D,,47,47,2,24,25,9,very good,,under fairly heavy mixed med-high overstory,
11,1,620,Sw,Y,Y,D,,,,,,,,good,,"1.5m from tall spruce, heavy foliage overstory",moribund
11,1,621,Sw,N/F,,,,41,41,,18,15,8.5,mod-good,,"slightly chlorotic, open directly overhead",chlorotic
11,1,622,Sw,N/F,,,,48,33,,16,16,9,good,,at dripline of 5m balsam,chlorotic
11,1,623,Sw,Y,Y,L,,57,57,2,15,22,10,good,,"within 60cm of 2X4 5m balsam, slightly chorotic",new leader
11,1,624,Sw,N/F,,,,45,40,4,20,21,7.5,good,,"wide open, slight chlorosis",
11,1,625,Sw,Y,Y,L,Outside PSP,40,40,14,20,20,8,good,,"wide open, well curved stem",
11,1,626,Sw,Y,Y,L,Outside PSP,45,45,2.5,27,22,10,good,,"wide open, slight chlorosis",
11,1,627,Sw,Y,Y,L,,51,51,4,32,27,8,good,,light overstory of med-high balsam,
11,1,628,Sw,Y,Y,D,,53,53,3.5,25,20,9,good,,"1m from 8-10m balsam, moderately heavy overstory",
11,1,629,Sw,Y,Y,L,,40,40,5.5,23,25,7,good,,light overstory of 7-10m balsam,
11,1,630,Sw,Y,Y,L,Outside PSP,73,73,18,40,37,11,good,,"wide open, slightly chlorotic",
11,2,631,Sw,Y,Y,L,Outside PSP,60,47,8,30,39,10,good,,"open, some chlorotic foliage",
11,2,632,Sw,N/F,,,,,,,,,,moribund,,"under light 2-5m balsam overstory, in depression",Dead
11,2,633,Sw,N/F,,,,48,27,2,21,20,7,good,,"open, chlorotic",
11,2,634,Sw,Y,Y,L,,47,47,6.5,29,30,8,good,,overtopped by one mature spruce,
11,2,635,Sw,Y,Y,D,,60,60,2.5,25,20,9,good,,"slightly chlorotic, open",
11,2,636,Sw,Y,Y,L,,34,34,5,20,18,8.5,good,,"overtopped by one mature balsam, slight curve to stem",new leader
11,2,637,Sw,Y,Y,D,,55,43,5,20,22,7.5,good,,"at dripline of one 6-7m balsam, near other immature balsam",
11,2,638,Sw,Y,Y,D,,45,45,5.5,15,18,8,good,,"open, slight curve in stem, some brush on top of (moved)",
11,2,639,Sw,Y,Y,L,Outside PSP,48,48,6,18,20,6,good,,"under 1X5m balsam, within 50cm of it",
11,2,640,Sw,Y,Y,L,Outside PSP,52,39,1.5,22,25,8,good,,under light overstory of balsam/spruce,
11,2,641,Sw,N/F,,,,41,41,,15,16,7.5,good,,"chlorotic, 80cm from mature balsam, quite dense overhead",
11,3,642,Sw,Y,Y,L,Outside PSP,46,46,3,25,28,8,good,,"under heavy balsam directly overhead, open to south",
11,3,643,Sw,Y,Y,L,Outside PSP,43,43,10.5,22,20,7.5,good,,"open, slight chlorosis, by slash",
11,3,644,Sw,Y,Y,L,,36,36,5.5,21,22,8,good,,"at drip line of inactive balsam, open to west, some slash and shrubs",new leader
11,3,645,Sw,Y,Y,D,,,,,,,,mod-good,,"open but for shrubs & light slash, some thinning of needles",veg and slash press
11,3,646,Sw,Y,Y,D,,,,,,,,good,,"1m from 4m balsam, overtopped by","slash press, Dead"
11,3,647,Sw,Y,Y,D,,,,,,,,good,,"open, 50cm from 1.5m balsam","Tree missing, found tag"
11,3,648,Sw,Y,Y,L,,38,38,,30,37,7,good,,"at dripline of 5-6m balsam, open to south",broken stem
11,3,649,Sw,N/F,,,,16,16,6,7,7,8.5,good,,"open, loni. inv. to south","slash press, new leader"
11,3,650,Sw,Y,Y,L,,38,32,5.5,22,20,6,good,,"open, chlorotic",
11,3,651,Sw,Y,Y,L,,60.5,60.5,16,26,26,10,good,,"open, slightly chlorotic",
11,3,652,Sw,N/F,,,,44,44,6,21,18,9.5,good,,"open, slightly chlorotic",
11,3,653,Sw,Y,Y,L,Outside PSP,44,44,3,26,22,9,good,,"open to south & west, at dripline of 4m balsam, slight chlorosis",
11,3,654,Sw,N/F,,,,45,45,1.5,18,16,7.5,mod-good,,"open, but within 1.5m of 3m balsam",
11,3,655,Sw,Y,Y,D,,46,46,5,30,30,8,good,,under light overstory of 4m balsam cluster,
11,3,656,Sw,Y,Y,L,,48,35,2,25,25,8,very good,,"10deg lean, at dripline of 5m balsam, open to north",
11,3,657,Sw,Y,Y,L,,46,46,4.5,19,15,8,good,,"open, looks like leader bitten off or broken",
11,3,658,Sw,Y,Y,D,,45,45,2,25,28,7.5,good,,"open, slight chlorosis   ","stem bent, new leader"
11,4,659,Sw,N/F,,,,40,4,2,22,22,8,very good,,"in hole with slash to south & west, open",
11,4,660,Sw,N/F,,,,57.5,57.5,15,23,10,10,good,,"2 stems, open (tall stem measured)",
11,4,661,Sw,Y,Y,L,Outside PSP,62,62,13,35,34,10,good,,"dead terminal bud, open, crooked stem /leader which was lateral, b/t two logs",
11,4,662,Sw,Y,Y,L,Outside PSP,63,63,15,35,40,13,mod-good,,"wide open, slightly chlorotic",
11,4,663,Sw,Y,Y,D,,57,42,6,25,29,10,good,,"chlorotic, wide open",
11,4,664,Sw,Y,Y,D,,50,40,6.5,20,22,8,good,,"chlorotic, wide open, on mound",
11,4,665,Sw,Y,Y,L,,52,37,10.5,22,24,9,good,,"wide open, slightly chlorotic",
11,4,666,Sw,N/F,,,,46,35,2,20,24,9,good,,"wide open, slightly chlorotic",
11,4,667,Sw,Y,Y,D,,41,41,2,20,26,8.5,good,,"wide open, slightly chlorotic, in slight depression",
11,4,668,Sw,N/F,,,,41,41,3.5,19,20,9,good,,"wide open, in 6-8cm deep hole",
11,4,669,Sw,N/F,,,,45,45,2,30,35,8,good,,"wide open, slightly chlorotic",
11,4,670,Sw,N/F,,,,35,35,4,23,19,8.5,good,,"stem bent at 45 deg, open",
11,4,671,Sw,Y,Y,L,,45,37,1.5,24,22,8.5,good,,"open, but 2.5m from tall mature spruce",Bushy top
11,4,672,Sw,N/F,,,,52,52,3.5,27,21,9,very good,,open,
11,4,673,Sw,Y,Y,L,Outside PSP,40,40,2,25,19,7.5,mod-good,,open,
11,4,674,Sw,Y,Y,D,,51,45,1.5,25,22,7,good,,at dripline of 2X3m balsam + one tall mature spruce,chlorotic
11,4,675,Sw,Y,Y,L,,52,52,3,30,25,10,good,,"slight chlorosis, under light balsam overstory",new leader
11,4,676,Sw,Y,Y,D,Outside PSP,25,25,3.5,6,3,8.5,good,,open,"Neeedle cast, new leader"
12,1,677,Sw,N/F,,,,40,30,3.5,20,20,6,good,,"wide open, chlorotic",
12,1,678,Sw,Y,Y,L,,45,45,12,15,22,10,good,,"wide open, in light slash, 5deg lean, bent leader","partial slash press, new leader"
12,1,679,Sw,N/F,,,,36,36,5,20,20,7,very good,,"wide open, but within 1m of 2X1m balsam",
12,1,680,Sw,Y,Y,L,,25,25,3,10,10,,good,,wide open,"needle cast, new leader"
12,1,681,Sw,Y,Y,L,,61.5,61.5,14,25,25,9.5,good,,"wide open, slightly chlorotic",
12,1,682,Sw,Y,Y,L,PSP # 844,57,57,13.5,30,38,11,good,,"wide open, slightly chlorotic",
12,1,683,Sw,Y,Y,D,,46,35,5.5,20,18,5.5,good,,"10deg lean, bent stem, under light balsam canopy",
12,1,684,Sw,N/F,,,,57,39,2,18,25,8,mod-good,,"wide open, chlorotic, on edge of 50cm ",
12,1,685,Sw,Y,Y,L,,57,57,12,37,32,9,good,,"wide open, in hole, lateral may take over as leader",
12,1,686,Sw,Y,Y,L,,40.5,40.5,11.5,25,28,8.5,good,,"wide open, slight chlorosis",
12,1,687,Sw,N/F,,,,46,46,4.5,25,27,8.5,good,,"on dripline of 5m balsam, slight chlorosis, shrubs over top",
12,2,688,Sw,Y,Y,L,,49,49,8,30,28,7.5,good,,"2m from 10m mature balsam, open to south & west",
12,2,689,Sw,N/F,,,,72,72,21,40,40,12.5,good,,"wide open, slightly chlorotic",
12,2,690,Sw,Y,Y,L,,49,49,6,28,28,9,good,,open,
12,2,691,Sw,N/F,,,,45,32,3,20,21,9,good,,"open, 2m from tall mature spruce, wide open to south",
12,2,692,Sw,Y,Y,L,,49,49,7,31,22,8.5,good,,"open, in light slash, split leader, 2m from tall mature balsam",
12,2,693,Sw,Y,Y,L,,42,42,11,26,25,8,good,,"open, 1m from very tall dead birch",
12,2,694,Sw,Y,Y,L,,50,50,12,25,28,8,good,,"in hole, wide open but for shrubs, light slash",
12,2,695,Sw,N/F,,,,49,49,15,25,25,7,good,,"dead terminal bud, wide open",
12,2,696,Sw,Y,Y,D,,65,55,10,25,25,8.5,very good,,wide open but for rubus parv.,
12,2,697,Sw,Y,Y,L,,62,62,15,35,37,12.5,good,,"wide open, at base of stump, leader growing at 10deg angle",
12,2,698,Sw,Y,Y,D,,36,36,9,20,20,6.5,good,,wide open but for shrubs of many varieties,"veg press, stem bent"
